# days,inflow_mean,inflow_low,inflow_high,release_mean,release_low,release_high,height_mean,height_low,height_high,demand
1.020000000000000000e+02,1.181015384615384676e+02,6.086515011042664014e+01,1.753379268126502950e+02,1.180421538461538518e+02,6.697339291490297342e+01,1.691109147774047301e+02,2.006923076923077531e-01,-1.296232488046658304e-01,5.310078641892813645e-01,1.136650000000000063e+02
1.030000000000000000e+02,1.179876923076922566e+02,6.425533990548902352e+01,1.717200447098954896e+02,1.198019999999999925e+02,6.738979257873951667e+01,1.722142074212604825e+02,2.008461538461538687e-01,-1.310870753416652212e-01,5.327793830339729864e-01,1.154470000000000027e+02
1.040000000000000000e+02,1.241646153846153879e+02,6.781010718799601023e+01,1.805191235812347657e+02,1.203515384615385102e+02,6.920168007446424951e+01,1.715013968486127851e+02,2.036153846153846703e-01,-1.284648972585432924e-01,5.356956664893126607e-01,1.172270000000000039e+02
1.050000000000000000e+02,1.261338461538461075e+02,6.057985835770718097e+01,1.916878339499850199e+02,1.221698461538461373e+02,7.734364984676531662e+01,1.669960424609269580e+02,2.072307692307692462e-01,-1.272263463015176066e-01,5.416878847630560712e-01,1.190079999999999956e+02
1.060000000000000000e+02,1.328430769230769215e+02,4.186969794416772572e+01,2.238164559019861031e+02,1.248930769230769329e+02,7.695319521457818723e+01,1.728329586315756785e+02,2.138461538461538802e-01,-1.295103207382833632e-01,5.572026284305910959e-01,1.207890000000000015e+02
1.070000000000000000e+02,1.300169230769230921e+02,4.770910015826325434e+01,2.123247459955829299e+02,1.266190769230769462e+02,7.271301764547590096e+01,1.805251362006779914e+02,2.170769230769230562e-01,-1.370839403167660731e-01,5.712377864706121855e-01,1.225699999999999932e+02
1.080000000000000000e+02,1.331676923076922776e+02,4.890466435776669130e+01,2.174307202576178497e+02,1.275629230769230844e+02,7.591821040621266548e+01,1.792076357476335033e+02,2.211538461538462286e-01,-1.312060760746890653e-01,5.735137683823815502e-01,1.243509999999999991e+02
1.090000000000000000e+02,1.323030769230769010e+02,7.453228587582836440e+01,1.900738679703254377e+02,1.281427692307692041e+02,8.357781623619864320e+01,1.727077222253397508e+02,2.241538461538460925e-01,-1.199219161100989473e-01,5.682296084177911322e-01,1.261329999999999956e+02
1.100000000000000000e+02,1.338076923076923208e+02,5.661743922093511117e+01,2.109979453944495162e+02,1.280692307692307850e+02,8.349303876885417708e+01,1.726454227696073929e+02,2.276923076923076661e-01,-1.189898532419682853e-01,5.743744686265835897e-01,1.279140000000000015e+02
1.110000000000000000e+02,1.382353846153846177e+02,6.919679021225555005e+01,2.072739790185136712e+02,1.319399999999999693e+02,8.064139690011037942e+01,1.832386030998895592e+02,2.339230769230769280e-01,-1.180105841199496075e-01,5.858567379661034913e-01,1.296959999999999980e+02
1.120000000000000000e+02,1.383523076923077042e+02,6.906106036471935283e+01,2.076435550198960414e+02,1.352186153846153331e+02,8.105477667061087743e+01,1.893824540986198031e+02,2.379230769230769871e-01,-1.132572321311972885e-01,5.891033859773512349e-01,1.314770000000000039e+02
1.130000000000000000e+02,1.562369230769230342e+02,4.052762078585227812e+01,2.719462253679938044e+02,1.354187692307692146e+02,7.854268574806657455e+01,1.922948527134718688e+02,2.506153846153845732e-01,-1.031625854039566748e-01,6.043933546347257657e-01,1.338379999999999939e+02
1.140000000000000000e+02,1.597984615384615665e+02,2.970001657370218595e+01,2.898969065032209755e+02,1.347799999999999443e+02,7.579677724849334197e+01,1.937632227515065324e+02,2.653076923076923554e-01,-1.035959608667426091e-01,6.342113454821273200e-01,1.365979999999999848e+02
1.150000000000000000e+02,1.394000000000000057e+02,4.731604833714969516e+01,2.314839516628503020e+02,1.378981538461538321e+02,7.577432987914401963e+01,2.000219778131636303e+02,2.682307692307691616e-01,-1.077586237960009852e-01,6.442201622575393083e-01,1.390800000000000125e+02
1.160000000000000000e+02,1.608553846153846223e+02,6.064725960967582807e+01,2.610635096210934307e+02,1.419641538461539199e+02,7.491248103062345365e+01,2.090158266616844003e+02,2.820769230769231140e-01,-9.991773285397259619e-02,6.640715790078188796e-01,1.415600000000000023e+02
1.170000000000000000e+02,1.622138461538461343e+02,6.566322829831905494e+01,2.587644640093732278e+02,1.458843076923077433e+02,7.554019707623083946e+01,2.162284183083846472e+02,2.943076923076923257e-01,-9.573754858216704244e-02,6.843529331975517493e-01,1.440420000000000016e+02
1.180000000000000000e+02,1.653892307692307213e+02,6.464931717131275946e+01,2.661291443671486832e+02,1.458775384615385349e+02,7.498539527028975726e+01,2.167696816527873125e+02,3.062307692307691398e-01,-9.240057266994256002e-02,7.048621111314807841e-01,1.460520000000000209e+02
1.190000000000000000e+02,1.712446153846154289e+02,7.031814248208911522e+01,2.721710882871417425e+02,1.461972307692307993e+02,7.716040034221680344e+01,2.152340611962447952e+02,3.219230769230769229e-01,-7.890173835708835792e-02,7.227478922032422037e-01,1.480629999999999882e+02
1.200000000000000000e+02,1.746769230769230887e+02,6.143922648698851674e+01,2.879146196668576749e+02,1.494709230769230999e+02,7.496904692660618252e+01,2.239727992272400172e+02,3.389999999999999125e-01,-7.063135396823105872e-02,7.486313539682308837e-01,1.500729999999999791e+02
1.210000000000000000e+02,1.545723076923077315e+02,4.224810041342948352e+01,2.668965149711859794e+02,1.509330769230769533e+02,7.369862030561843369e+01,2.281675335405354872e+02,3.423846153846153983e-01,-7.420881092002118429e-02,7.589780416892519810e-01,1.520840000000000032e+02
1.220000000000000000e+02,1.827415384615384539e+02,8.638068638447474257e+01,2.791023905386021511e+02,1.549144615384615804e+02,7.684432445192854289e+01,2.329845986249946179e+02,3.616153846153845053e-01,-5.148462906383960425e-02,7.747153982946086703e-01,1.540939999999999941e+02
1.230000000000000000e+02,2.160384615384615756e+02,4.977489349310897637e+01,3.823020295838141465e+02,1.623303076923077128e+02,7.348190404500206796e+01,2.511787113396133577e+02,3.983076923076923626e-01,-1.038843039236347909e-02,8.070038150077482042e-01,1.561049999999999898e+02
1.240000000000000000e+02,2.180707692307692582e+02,6.082428195379779368e+01,3.753172565077406944e+02,1.691115384615385153e+02,7.200155375378136569e+01,2.662215231692956650e+02,4.316923076923079305e-01,1.114662104671532150e-02,8.522379943379005951e-01,1.581129999999999995e+02
1.250000000000000000e+02,2.211461538461538225e+02,7.310163551371431367e+01,3.691906721785933314e+02,1.755966153846153759e+02,7.317136979955579079e+01,2.780218609696749468e+02,4.628461538461539071e-01,3.628569800758563169e-02,8.894066096847221825e-01,1.601239999999999952e+02
1.260000000000000000e+02,2.184553846153845598e+02,8.627694691058025001e+01,3.506338223201888695e+02,1.807283076923076806e+02,7.682403986600176893e+01,2.846325755186135780e+02,4.885384615384614770e-01,6.378357921317073798e-02,9.132933438637522716e-01,1.621339999999999861e+02
1.270000000000000000e+02,1.981399999999999864e+02,9.921035631318586923e+01,2.970696436868141177e+02,1.805359999999999445e+02,7.749221589604957217e+01,2.835797841039503169e+02,4.990769230769230291e-01,8.707627678570822871e-02,9.110775693681378851e-01,1.641450000000000102e+02
1.280000000000000000e+02,1.976861538461539283e+02,1.060616108175139232e+02,2.893106968747939618e+02,1.768304615384615204e+02,8.474165644867926517e+01,2.689192666282438040e+02,5.094615384615382991e-01,1.144911178778005856e-01,9.044319590452760682e-01,1.661550000000000011e+02
1.290000000000000000e+02,1.956615384615384130e+02,1.185473220882658154e+02,2.727757548348109822e+02,1.761616923076923342e+02,9.166708700754078620e+01,2.606562976078438965e+02,5.208461538461538476e-01,1.336823351786458058e-01,9.080099725136618893e-01,1.681659999999999968e+02
1.300000000000000000e+02,1.980015384615385017e+02,1.151243680088226427e+02,2.808787089142543891e+02,1.782670769230769565e+02,9.672557974388081448e+01,2.598085741022730986e+02,5.338461538461536371e-01,1.504245449382639044e-01,9.172677627540433143e-01,1.701759999999999877e+02
1.310000000000000000e+02,2.056138461538460831e+02,1.002645387165648714e+02,3.109631535911273090e+02,1.833018461538461850e+02,9.977496335293071184e+01,2.668287289547616865e+02,5.503076923076923865e-01,1.634745172497046317e-01,9.371408673656801414e-01,1.721870000000000118e+02
1.320000000000000000e+02,2.084738461538461536e+02,1.094480448898506353e+02,3.074996474178416861e+02,1.871758461538460949e+02,1.000613822149516210e+02,2.742903100927405831e+02,5.654615384615384599e-01,1.762238979019409846e-01,9.546991790211358797e-01,1.741970000000000027e+02
1.330000000000000000e+02,2.198969230769230307e+02,1.016685040421764938e+02,3.381253421116695677e+02,1.902573846153846375e+02,1.042439612036524750e+02,2.762708080271168001e+02,5.852307692307694431e-01,1.919072277486664202e-01,9.785543107128724660e-01,1.762079999999999984e+02
1.340000000000000000e+02,2.142753846153846382e+02,1.110612397428181026e+02,3.174895294879511880e+02,1.958961538461538794e+02,1.023675176769642974e+02,2.894247900153434330e+02,5.998461538461538067e-01,2.032840341310965249e-01,9.964082735612110886e-01,1.782170000000000130e+02
1.350000000000000000e+02,2.312938461538462036e+02,7.717585950632985714e+01,3.854118328013625501e+02,2.009750769230768697e+02,9.916440061843057663e+01,3.027857532277231485e+02,6.212307692307691420e-01,2.146521452048706924e-01,1.027809393256667647e+00,1.802279999999999802e+02
1.360000000000000000e+02,2.277199999999999989e+02,8.187913076760156628e+01,3.735608692323984314e+02,2.026696923076923156e+02,9.873034859121017348e+01,3.066090360241744293e+02,6.374615384615388569e-01,2.240422848098240771e-01,1.050880792113253692e+00,1.822379999999999995e+02
1.370000000000000000e+02,2.282569230769230444e+02,1.097171018297920284e+02,3.467967443240540888e+02,2.034466153846153418e+02,9.835532845489703391e+01,3.085379023143336781e+02,6.530000000000001359e-01,2.411170816099090231e-01,1.064882918390091193e+00,1.842490000000000236e+02
1.380000000000000000e+02,2.441569230769230217e+02,1.073687128683271510e+02,3.809451332855188639e+02,2.056709230769230601e+02,9.922354732109816666e+01,3.121182988327479393e+02,6.772307692307693028e-01,2.712201301420202326e-01,1.083241408319518317e+00,1.862590000000000146e+02
1.390000000000000000e+02,2.538753846153845757e+02,1.227939266403831482e+02,3.849568425903860316e+02,2.092089230769230710e+02,1.027426948725248366e+02,3.156751512813212912e+02,7.059230769230768754e-01,3.036766041578443098e-01,1.108169549688309496e+00,1.872390000000000043e+02
1.400000000000000000e+02,2.398353846153846121e+02,1.244224931467113180e+02,3.552482760840579203e+02,2.109926153846154193e+02,1.029744870730722823e+02,3.190107436961585563e+02,7.241538461538459259e-01,3.267027662122440335e-01,1.121604926095447929e+00,1.882190000000000225e+02
1.410000000000000000e+02,2.369661538461538157e+02,1.132286273239928818e+02,3.607036803683147355e+02,2.174155384615384605e+02,1.010575845298385502e+02,3.337734923932383708e+02,7.396153846153848965e-01,3.403744628532646144e-01,1.138856306377505234e+00,1.891990000000000123e+02
1.420000000000000000e+02,2.524415384615384141e+02,6.448905437431966448e+01,4.403940225487571638e+02,2.189101538461538894e+02,9.739893164213359000e+01,3.404213760501742172e+02,7.604615384615388551e-01,3.423322586035549286e-01,1.178590818319522837e+00,1.901790000000000020e+02
1.430000000000000000e+02,2.454061538461538134e+02,1.054598587876860734e+02,3.853524489046215535e+02,2.209429230769231083e+02,1.012657234269020279e+02,3.406201227269442029e+02,7.762307692307690576e-01,3.533623310891510494e-01,1.199099207372387177e+00,1.911590000000000202e+02
1.440000000000000000e+02,2.385138461538460604e+02,1.233719258629110840e+02,3.536557664447810225e+02,2.250307692307692378e+02,1.089612285061515990e+02,3.411003099553868765e+02,7.866923076923076907e-01,3.643824716321749646e-01,1.209002143752440528e+00,1.921390000000000100e+02
1.450000000000000000e+02,2.376999999999999602e+02,1.368643927359600809e+02,3.385356072640398679e+02,2.300570769230769201e+02,1.128802469776008905e+02,3.472339068685529355e+02,7.942307692307691847e-01,3.782072577194874885e-01,1.210254280742050881e+00,1.936450000000000102e+02
1.460000000000000000e+02,2.595215384615385119e+02,1.125152157379561118e+02,4.065278611851209121e+02,2.350495384615383898e+02,1.117220785655267150e+02,3.583769983575500646e+02,8.117692307692309095e-01,3.950047420549758215e-01,1.228533719483485998e+00,1.951509999999999820e+02
1.470000000000000000e+02,2.894599999999999795e+02,1.091275430894797864e+02,4.697924569105201726e+02,2.367850769230769288e+02,1.144793612490637713e+02,3.590907925970900578e+02,8.441538461538462546e-01,4.252454026680784205e-01,1.263062289639614200e+00,1.966570000000000107e+02
1.480000000000000000e+02,2.772323076923076428e+02,1.309405779637196474e+02,4.235240374208956382e+02,2.368158461538460813e+02,1.176957579184560814e+02,3.559359343892360812e+02,8.682307692307693614e-01,4.508281497546068883e-01,1.285633388706931779e+00,1.981629999999999825e+02
1.490000000000000000e+02,2.661492307692307122e+02,1.508197214050722437e+02,3.814787401333891808e+02,2.408409230769230760e+02,1.214322187463041871e+02,3.602496274075419933e+02,8.856923076923075566e-01,4.725347879801830020e-01,1.298849827404432222e+00,1.996699999999999875e+02
1.500000000000000000e+02,2.483553846153845939e+02,1.520790962481279962e+02,3.446316729826411915e+02,2.430549230769231031e+02,1.291888357080914886e+02,3.569210104457547459e+02,8.901538461538461844e-01,4.865908978366872417e-01,1.293716794471005072e+00,2.011759999999999877e+02
1.510000000000000000e+02,2.445953846153845177e+02,1.508128006478839325e+02,3.383779685828851029e+02,2.421709230769231169e+02,1.331835636302977264e+02,3.511582825235485075e+02,8.910769230769229887e-01,4.982758456973764294e-01,1.283878000456469604e+00,2.026820000000000164e+02
1.520000000000000000e+02,2.599938461538461638e+02,1.474598870031516640e+02,3.725278053045406637e+02,2.420619999999999834e+02,1.407683511566494872e+02,3.433556488433504796e+02,9.016923076923072378e-01,5.100397174043200810e-01,1.293344897980294395e+00,2.041890000000000214e+02
1.530000000000000000e+02,2.504676923076924311e+02,1.410437431534021187e+02,3.598916414619827719e+02,2.433633846153845468e+02,1.416408285617597471e+02,3.450859406690093465e+02,9.066923076923074643e-01,5.144597658706155929e-01,1.298924849513999336e+00,2.056949999999999932e+02
1.540000000000000000e+02,2.472338461538461729e+02,1.499169944596578716e+02,3.445506978480344742e+02,2.464276923076922969e+02,1.471700022313564205e+02,3.456853823840281734e+02,9.090000000000003633e-01,5.249495225484428484e-01,1.293050477451557878e+00,2.072009999999999934e+02
1.550000000000000000e+02,2.567676923076923003e+02,1.607789764521417055e+02,3.527564081632428952e+02,2.471127692307691746e+02,1.470941083333347592e+02,3.471314301282035899e+02,9.151538461538463176e-01,5.388530568593397074e-01,1.291454635448352928e+00,2.087069999999999936e+02
1.560000000000000000e+02,2.536938461538460672e+02,1.495034658553484235e+02,3.578842264523436825e+02,2.459101538461537473e+02,1.475151778722789118e+02,3.443051298200285828e+02,9.190769230769232356e-01,5.460674446371426294e-01,1.292086401516703731e+00,2.102140000000000271e+02
1.570000000000000000e+02,2.592153846153846075e+02,1.562255894065399389e+02,3.622051798242292762e+02,2.474341538461538619e+02,1.475810547779987871e+02,3.472872529143089650e+02,9.270000000000000462e-01,5.581277060678462298e-01,1.295872293932153863e+00,2.117199999999999989e+02
1.580000000000000000e+02,2.682353846153847030e+02,1.560534850322396494e+02,3.804172841985297282e+02,2.509286153846153411e+02,1.519931067419114754e+02,3.498641240273192352e+02,9.393076923076925100e-01,5.754206885836106178e-01,1.303194696031774402e+00,2.132259999999999991e+02
1.590000000000000000e+02,2.890507692307692764e+02,1.468040192361783056e+02,4.312975192253602472e+02,2.576864615384616286e+02,1.508072355591309872e+02,3.645656875177922984e+02,9.620000000000000773e-01,5.920074844831837435e-01,1.331992515516816411e+00,2.147330000000000041e+02
1.600000000000000000e+02,2.828753846153846325e+02,1.585366437861245004e+02,4.072141254446447647e+02,2.631506153846153779e+02,1.547085387952863016e+02,3.715926919739444543e+02,9.769999999999999796e-01,6.051058876921674434e-01,1.348894112307832405e+00,2.162390000000000043e+02
1.610000000000000000e+02,2.902846153846153356e+02,1.129782571049683497e+02,4.675909736642623216e+02,2.682486153846152774e+02,1.601188808150583327e+02,3.763783499541722222e+02,9.931538461538458318e-01,6.150883560692581575e-01,1.371219336238433506e+00,2.177450000000000045e+02
1.620000000000000000e+02,2.922907692307691150e+02,1.424434441366259705e+02,4.421380943249122311e+02,2.694706153846154280e+02,1.640955958098104475e+02,3.748456349594204084e+02,1.007461538461538186e+00,6.240807044265992420e-01,1.390842372496477131e+00,2.242520000000000095e+02
1.630000000000000000e+02,2.791723076923077542e+02,1.382833808929508166e+02,4.200612344916646634e+02,2.671476923076923526e+02,1.624251372209044746e+02,3.718702473944802023e+02,1.013230769230769379e+00,6.244353605355468240e-01,1.402026177925991934e+00,2.261579999999999870e+02
1.640000000000000000e+02,2.599169230769230694e+02,1.563463234927512531e+02,3.634875226610948857e+02,2.671075384615384678e+02,1.616534367427079815e+02,3.725616401803689541e+02,1.008923076923076811e+00,6.213502626151941044e-01,1.396495891230959518e+00,2.261579999999999870e+02
1.650000000000000000e+02,2.654446153846154743e+02,1.564304525351253403e+02,3.744587782341055799e+02,2.671453846153845575e+02,1.614121865382370800e+02,3.728785826925320634e+02,1.007923076923076922e+00,6.218253488524474459e-01,1.394020804993706397e+00,2.261579999999999870e+02
1.660000000000000000e+02,2.696061538461538589e+02,1.466391377847186845e+02,3.925731699075890333e+02,2.648273846153846875e+02,1.602702642636999713e+02,3.693845049670694038e+02,1.009384615384615547e+00,6.259321735513042606e-01,1.392837057217926944e+00,2.261579999999999870e+02
1.670000000000000000e+02,2.695969230769231899e+02,1.582320964667355270e+02,3.809617496871108528e+02,2.700870769230769497e+02,1.654920543216449005e+02,3.746820995245089989e+02,1.012230769230768823e+00,6.306217962177858016e-01,1.393839742243751845e+00,2.261579999999999870e+02
1.680000000000000000e+02,2.793876923076923049e+02,9.568256444685422935e+01,4.630928201685303520e+02,2.690443076923077115e+02,1.632074984786852951e+02,3.748811169059301278e+02,1.017769230769230981e+00,6.397795781135096060e-01,1.395758883424952357e+00,2.261579999999999870e+02
1.690000000000000000e+02,2.552230769230770306e+02,1.599389790178679789e+02,3.505071748282861108e+02,2.617184615384614972e+02,1.611857705946576971e+02,3.622511524822652973e+02,1.009538461538461496e+00,6.390089827185486682e-01,1.380067940358374212e+00,2.261579999999999870e+02
1.700000000000000000e+02,2.630092307692307827e+02,1.299774072507995015e+02,3.960410542876620639e+02,2.571984615384615722e+02,1.562114297551560185e+02,3.581854933217671260e+02,1.010307692307692129e+00,6.274200034895209832e-01,1.393195381125863275e+00,2.261579999999999870e+02
1.710000000000000000e+02,2.599076923076922299e+02,1.446668083929817215e+02,3.751485762224027667e+02,2.541198461538461117e+02,1.595090353308132194e+02,3.487306569768790041e+02,1.011923076923076703e+00,6.208233529614759494e-01,1.403022800884677457e+00,2.261579999999999870e+02
1.720000000000000000e+02,2.638169230769231035e+02,1.500403869407411150e+02,3.775934592131051204e+02,2.557940000000000680e+02,1.546212148815929481e+02,3.569667851184071878e+02,1.017692307692307896e+00,6.282448915488336727e-01,1.407139723835782119e+00,2.261579999999999870e+02
1.730000000000000000e+02,2.820353846153846007e+02,1.249073364598762339e+02,4.391634327708929959e+02,2.569753846153845984e+02,1.499943358683942733e+02,3.639564333623749235e+02,1.033307692307692260e+00,6.357388526729432776e-01,1.430876531942441243e+00,2.261579999999999870e+02
1.740000000000000000e+02,2.737907692307691718e+02,1.441677575948635877e+02,4.034137808666747560e+02,2.675735384615385328e+02,1.589758078657465603e+02,3.761712690573305053e+02,1.043307692307692491e+00,6.400209295473069382e-01,1.446594455068078044e+00,2.261579999999999870e+02
1.750000000000000000e+02,2.899369230769231081e+02,1.083363355065158942e+02,4.715375106473303504e+02,2.698047692307692387e+02,1.551727212470280506e+02,3.844368172145104268e+02,1.056615384615385178e+00,6.376669687597705805e-01,1.475563800470999887e+00,2.261579999999999870e+02
1.760000000000000000e+02,2.615384615384614904e+02,1.361034183520711736e+02,3.869735047248518072e+02,2.636703076923076878e+02,1.490662999899424790e+02,3.782743153946728967e+02,1.051692307692307704e+00,6.346567282075196159e-01,1.468727887177095681e+00,2.261579999999999870e+02
1.770000000000000000e+02,2.669200000000000159e+02,1.631248849526514846e+02,3.707151150473485473e+02,2.647092307692307713e+02,1.562066864770814618e+02,3.732117750613800808e+02,1.053615384615384620e+00,6.480118384198532144e-01,1.459218930810916026e+00,2.261579999999999870e+02
1.780000000000000000e+02,2.796892307692306190e+02,9.014950964454479276e+01,4.692289518939164736e+02,2.672747692307692660e+02,1.552507320422101884e+02,3.792988064193283435e+02,1.062538461538460988e+00,6.620780312672321921e-01,1.462998891809689894e+00,2.261579999999999870e+02
1.790000000000000000e+02,2.712753846153846098e+02,1.035417110723637961e+02,4.390090581584054235e+02,2.662838461538461274e+02,1.527291144678260082e+02,3.798385778398662751e+02,1.064923076923076861e+00,6.593280796965974577e-01,1.470518074149556265e+00,2.261579999999999870e+02
1.800000000000000000e+02,2.523184615384615483e+02,1.175764814519527590e+02,3.870604416249703377e+02,2.580747692307691068e+02,1.482195696954410380e+02,3.679299687660972040e+02,1.056615384615384734e+00,6.542262621019154789e-01,1.459004507128853989e+00,2.261579999999999870e+02
1.810000000000000000e+02,2.366338461538461502e+02,1.345372549700022944e+02,3.387304373376899775e+02,2.473267692307692300e+02,1.447508155017968363e+02,3.499027229597415953e+02,1.043846153846153646e+00,6.446481412578670689e-01,1.443044166434440223e+00,2.261579999999999870e+02
1.820000000000000000e+02,2.390646153846153936e+02,1.497468017926332493e+02,3.283824289765975664e+02,2.413287692307692680e+02,1.457092040859454301e+02,3.369483343755931060e+02,1.038923076923076394e+00,6.479730581741789397e-01,1.429873095671973848e+00,2.261579999999999870e+02
1.830000000000000000e+02,2.346061538461538589e+02,1.415881839082921374e+02,3.276241237840155804e+02,2.449496923076922030e+02,1.534952076387642990e+02,3.364041769766200787e+02,1.034923076923076390e+00,6.478487526074758751e-01,1.421997401238676906e+00,2.261579999999999870e+02
1.840000000000000000e+02,2.476507692307691855e+02,1.493133436561739700e+02,3.459881948053644010e+02,2.527703076923076253e+02,1.610336055166834512e+02,3.445070098679317994e+02,1.036538461538461409e+00,6.473302682132446861e-01,1.425746654863678131e+00,2.261579999999999870e+02
1.850000000000000000e+02,2.417738461538461650e+02,1.450900979738641468e+02,3.384575943338281832e+02,2.547256923076923840e+02,1.547093001132244012e+02,3.547420845021603668e+02,1.029692307692307685e+00,6.413983301215095967e-01,1.417986285263105772e+00,2.261579999999999870e+02
1.860000000000000000e+02,2.438646153846154334e+02,1.360371842653722183e+02,3.516920465038586485e+02,2.443936923076923620e+02,1.535696492596225653e+02,3.352177353557621586e+02,1.023230769230769610e+00,6.323703468003510908e-01,1.414091191661188240e+00,2.261579999999999870e+02
1.870000000000000000e+02,2.368753846153847178e+02,1.439964493025159129e+02,3.297543199282534943e+02,2.393356923076922840e+02,1.540581634798571713e+02,3.246132211355273967e+02,1.018923076923077264e+00,6.318447780384000012e-01,1.406001375807754528e+00,2.261579999999999870e+02
1.880000000000000000e+02,2.492769230769230262e+02,1.310945297907814506e+02,3.674593163630646018e+02,2.484858461538460404e+02,1.530509073833403022e+02,3.439207849243517785e+02,1.024846153846154406e+00,6.357268630300768608e-01,1.413965444662232063e+00,2.261579999999999870e+02
1.890000000000000000e+02,2.536492307692307691e+02,1.162248559039959162e+02,3.910736056344655935e+02,2.495550769230769390e+02,1.524578677082814124e+02,3.466522861378724656e+02,1.027923076923077383e+00,6.368801987826122613e-01,1.418965955063542506e+00,2.261579999999999870e+02
1.900000000000000000e+02,2.427123076923076326e+02,6.281229400291465481e+01,4.226123213817006103e+02,2.492524615384616027e+02,1.492779164238980343e+02,3.492270066530251711e+02,1.023846153846153850e+00,6.178149223543564217e-01,1.429877385337951168e+00,2.261579999999999870e+02
1.910000000000000000e+02,2.318030769230769010e+02,1.379345322297652956e+02,3.256716216163885065e+02,2.486264615384615979e+02,1.530142949738888660e+02,3.442386281030343298e+02,1.013461538461538414e+00,6.119270557226303975e-01,1.414996021200446430e+00,2.261579999999999870e+02
1.920000000000000000e+02,2.263984615384615608e+02,1.252933015205449720e+02,3.275036215563781639e+02,2.411127692307692882e+02,1.519861139153364604e+02,3.302394245462021445e+02,1.000230769230769035e+00,6.071684030995925241e-01,1.393293135361945545e+00,2.261579999999999870e+02
1.930000000000000000e+02,2.181138461538460831e+02,1.319055280170425419e+02,3.043221642906496527e+02,2.385684615384615483e+02,1.590481515980585812e+02,3.180887714788644871e+02,9.865384615384618083e-01,5.978830643657488952e-01,1.375193858711174721e+00,2.261579999999999870e+02
1.940000000000000000e+02,2.239676923076923458e+02,8.324661400280604084e+01,3.646887706125786508e+02,2.360076923076923094e+02,1.561619313823214554e+02,3.158534532330631919e+02,9.778461538461536984e-01,5.879063466265804783e-01,1.367785961065727030e+00,2.261579999999999870e+02
1.950000000000000000e+02,2.314830769230769931e+02,1.239801387603948228e+02,3.389860150857591634e+02,2.315304615384615659e+02,1.471822118656680800e+02,3.158787112112550517e+02,9.751538461538461489e-01,5.837579525088946175e-01,1.366549739798797791e+00,2.261579999999999870e+02
1.960000000000000000e+02,2.273984615384615608e+02,9.162199423077154847e+01,3.631749288461516016e+02,2.296599999999999966e+02,1.468105283058485497e+02,3.125094716941514434e+02,9.726923076923078559e-01,5.803501523432996745e-01,1.365034463041316037e+00,2.261579999999999870e+02
1.970000000000000000e+02,2.208723076923076292e+02,1.050739012894396183e+02,3.366707140951756401e+02,2.311018461538461395e+02,1.444753245818204164e+02,3.177283677258718626e+02,9.674615384615382618e-01,5.705250747636086972e-01,1.364398002159467715e+00,2.261579999999999870e+02
1.980000000000000000e+02,2.381953846153846257e+02,9.931639641589632106e+01,3.770743728148729588e+02,2.402306153846154189e+02,1.391893885683085159e+02,3.412718422009223218e+02,9.716923076923076330e-01,5.674758035159929159e-01,1.375908811868622461e+00,2.261579999999999870e+02
1.990000000000000000e+02,2.565076923076923094e+02,2.734765490552035772e-01,5.127419080663294153e+02,2.433412307692307479e+02,1.256590964803213524e+02,3.610233650581401434e+02,9.813846153846151887e-01,5.488771608536533453e-01,1.413892069915577032e+00,2.261579999999999870e+02
2.000000000000000000e+02,2.413969230769230592e+02,3.708024506553439892e+01,4.457136010883117478e+02,2.409686153846153900e+02,1.183692583919871026e+02,3.635679723772436773e+02,9.802307692307693499e-01,5.203106835559854204e-01,1.440150854905553279e+00,2.261579999999999870e+02
2.010000000000000000e+02,2.158876923076922196e+02,9.580942999810538652e+01,3.359659546172790670e+02,2.364086153846153593e+02,1.177938717054131672e+02,3.550233590638175656e+02,9.653076923076920890e-01,5.052818762068019831e-01,1.425333508408582084e+00,2.261579999999999870e+02
2.020000000000000000e+02,2.034584615384615347e+02,9.987601887368184350e+01,3.070409042032412117e+02,2.325070769230769372e+02,1.202763832642211810e+02,3.447377705819326934e+02,9.456923076923078320e-01,4.907148129631078715e-01,1.400669802421507848e+00,2.261579999999999870e+02
2.030000000000000000e+02,1.967046153846154368e+02,1.070492917522660861e+02,2.863599390169648018e+02,2.263359999999999843e+02,1.238288980501650940e+02,3.288431019498348746e+02,9.243846153846154712e-01,4.784323001584007140e-01,1.370336930610830173e+00,2.261579999999999870e+02
2.040000000000000000e+02,1.955784615384615108e+02,1.021073002231491813e+02,2.890496228537738261e+02,2.186344615384615508e+02,1.253313190729431028e+02,3.119376040039800273e+02,9.060769230769232241e-01,4.701980652526135396e-01,1.341955780901233020e+00,2.261579999999999870e+02
2.050000000000000000e+02,1.975876923076922935e+02,9.161089585213676401e+01,3.035644887632478230e+02,2.144072307692307220e+02,1.264380916961760448e+02,3.023763698422853849e+02,8.935384615384615037e-01,4.727016367047800482e-01,1.314375286372142959e+00,2.261579999999999870e+02
2.060000000000000000e+02,1.911138461538461684e+02,1.043765879418749165e+02,2.778511043658174344e+02,2.112941538461538187e+02,1.335809089421170484e+02,2.890073987501905890e+02,8.796923076923075513e-01,4.684550778947153549e-01,1.290929537489899692e+00,2.261579999999999870e+02
